,dis,alpp165,alpm165,alpp121,alpm121,betp165,betm165,betp121,betm121,kdeg,krec,kintM165,kintM121,kintP165,kintP121,f165,f121,nrt
0,9.8120635908,5.40213422278009E-05,7.45381317208435E-10,1.38806956530237E-07,0.0413692422,0.0500276745,0.0020217109,4.11935706700445E-06,0.0228625853,0.0027554929,8.52682731233478E-05,4.11928290952869E-05,0.0003886241,0.0281881569,0.0798410544,411.7538156396,2.2486721837,155875.698822749
1,9.99425423552197,0.000175706393644,2.98787803716433E-06,2.41893879610856E-07,0.095486199282008,0.02800223920209,0.000158564972958,3.45723176256633E-06,0.002988637226683,0.007129185104024,8.16878540819659E-05,0.000724249840355,0.004746981068092,0.072349085421674,0.035980241710434,226.113809863248,461.367270628987,104878.124366389
2,10.0358751904509,1.059742693338E-06,1.37927691885434E-07,6.76077103690128E-08,2.43912741397044E-05,0.046496161085829,0.058569129569787,1.70572802984873E-05,0.003040342980238,0.015300256204644,0.001500117453643,0.000226968851138,3.9799051191072E-05,0.070215074397416,0.060570695428437,39.6543400458172,2721.68727542453,48312.3678370864
3,10.084258445632,7.33409784576035E-06,7.09292898427561E-05,1.29320971300183E-07,0.078627346376751,0.00081252803805,0.001557720469363,4.81390682959983E-06,0.015187580647459,0.000110389242339,0.011912129473728,0.004986245251337,0.025546312468752,0.034175002337022,0.061246527978991,741.01560799909,7.67870538903511,111405.843341192
4,10.0894795561,1.10788586628952E-06,4.34341471731038E-08,6.58541450851624E-08,3.40616457177473E-06,0.0087872931,0.0005523746,1.95542257701857E-05,5.99618361250416E-05,0.00556005,0.0022018623,7.1335711805922E-05,0.0104265636,0.0311890981,0.0525822169,358.9317485229,1418.984678973,62318.4231494964
5,10.1088435318819,1.01286687174557E-06,0.008531392977151,6.44890791288108E-08,9.8546265833688E-07,0.002344589709466,0.016548592575964,1.7118545084604E-05,0.002252120540019,0.002422618446856,0.004470507960871,0.019962293456743,0.008633570973079,0.038202630887949,0.052268983067198,36.9567519030236,5451.89635730814,52939.0259932787
6,10.1188364089429,1.059742693338E-06,1.37927691885434E-07,6.12766215117493E-08,4.81573367066212E-05,0.0464961611,0.0585691296,1.6420771549815E-05,0.018222709255393,0.0153002562,0.0015001175,0.0002269689,0.002473739068729,0.0702150744,0.098174153117026,39.6543400458,3.21399178631569,48312.3678370864
7,10.1548489246428,0.0001837328,7.59451831174908E-09,7.32561287858441E-08,0.035822434209346,0.0706464951,0.0115435762,3.30101599678786E-06,0.00051275661599,0.0008877678,0.0003876582,8.45368310551117E-05,0.005450550103276,0.0339053429,0.061319143881495,27.8061061247,138.709678726231,100708.223496866
8,10.1754044482,1.18172887042902E-06,9.45151475420785E-09,1.22057483437818E-07,4.61730360328592E-10,0.000283205,0.0035532978,7.90635538340047E-06,0.0001360417,0.0362944925,0.0232646657,0.0707938984,0.058372587,0.077515107,0.0671140256,44.3613794516,1244.6267057876,50013.8486010377
9,10.1927078587248,1.52495907041037E-06,0.018474262745466,9.82339116567159E-08,0.041974572452951,0.000228917046633,7.52146110168032E-05,2.68559512237029E-06,0.002084538510006,0.003977195604356,0.000376411947018,0.096577080098096,1.68476080970055E-05,0.038015153717557,0.051645652058979,2107.17954589048,2660.93166277571,168709.091589502
10,10.2205817345,8.32361831803155E-07,6.42401441053407E-07,6.93958464599828E-08,8.03462186222478E-06,0.0724330085,0.0006267868,6.80449594001186E-06,0.0032598234,0.0025384421,3.23763491860677E-05,4.29977453767571E-05,0.000477155,0.0462930409,0.0422392806,495.629293049,68.8149487092,102244.997548226
11,10.2324225337722,4.18184419829207E-05,1.21488815109364E-06,1.00431802577964E-07,0.001485149689814,0.007242793160654,0.01898352903678,3.80709664309986E-06,0.002352248927106,0.001845404274423,0.001162999952017,0.00064566812272,0.036881513249361,0.03001219882039,0.038277459438462,1.84304601424294,214.229442251771,197053.249816911
12,10.2383550922087,4.42815096658847E-06,6.58267675968546E-08,1.43725390501498E-07,0.018344345529621,0.023461511382872,0.015786341445875,1.97670594790118E-06,0.00631625645724,8.52321616731783E-05,0.00153505432967,1.26017861276404E-05,0.000418167744054,0.025489437083712,0.044732810345672,1356.00324310605,64.6975222409913,183827.655149951
13,10.2516240107,1.056E-06,1.18300374517724E-10,8.03107444966395E-08,7.24443661876427E-07,0.01055581,0.0164715976,0.0001802937,0.0011717207,2.40491033685662E-05,0.0053059414,0.0001265531,0.0006400982,0.0545378863,0.0708384992,102.9018436731,253.4300234167,1755.438319167
14,10.2657037522,5.01897481994323E-07,6.5403361987925E-05,2.3022681343475E-07,0.0660185334,0.0615530595,0.0002795499,1.64666322208772E-05,8.18431298815601E-05,0.0190684236,0.0002591645,0.0098889235,0.0341588112,0.0888846364,0.0422559257,175.3117042457,1348.5877097551,20864.5065525974
15,10.3063010392969,8.83667696064457E-05,0.000876805551334,8.42615123705253E-08,0.004405399125565,0.067687549944298,0.062693653874277,2.55545401224512E-06,0.000224059566908,8.33312820301712E-05,0.007959809010041,5.76544718686875E-05,0.002917438375472,0.027110282993516,0.066033343915823,67.9085382819433,959.451832240266,147678.016518903
16,10.3234173359,1.01286687174557E-06,0.008531393,4.82214278280538E-08,0.0027499089,0.0023445897,0.0165485926,2.28115248762936E-05,0.0002015335,0.0024226184,0.004470508,0.0199622935,0.0028377464,0.0382026309,0.0537834265,36.956751903,4339.9207102825,52939.0259932787
17,10.3405814424,3.83335555274363E-07,9.54981621773005E-06,5.31010113725233E-08,4.45283635065865E-05,0.0065636167,0.0006449374,0.0004408144,0.0017122622,0.0001364013,0.0052242157,0.0001772853,0.0154800594,0.0397858789,0.0400731006,156.3685582619,199.4487262747,2514.9737134428
18,10.3417957968,6.80308919509747E-06,2.452426951503E-09,9.52089421479469E-08,8.2E-08,0.0024785647,7.49942903541268E-05,7.32020325533576E-06,0.0123478664,0.0004710556,0.0018234394,1.53252577338102E-05,0.0957168184,0.0688379638,0.0201930707,237.7216424825,20.7550062233,101685.144758463
19,10.3553783677,1.02360192160648E-06,4.26158960358082E-05,1.23505313240853E-07,1.13122723447775E-05,0.0024638258,0.0259261747,2.215E-06,0.0020562831,0.0188304123,0.0044962731,7.88135416248659E-05,0.0080447974,0.059771023,0.0668216453,9622.3611752889,95.6792751773,172713.961533774
20,10.3562560715387,7.72900197829845E-07,5.15051872994526E-09,4.84568704200007E-08,4.48714928529476E-07,0.025336218831926,0.00156741562022,0.001503225822977,0.000402957670438,0.005756249496116,0.001704209348333,0.000285359598975,0.068770003690401,0.051171598601088,0.042585296531358,50.4080250554821,9174.23747110794,1724.81032875177
21,10.3606567491781,6.73308370540035E-07,1.389129152581E-08,1.79801390911961E-07,4.32657572151945E-07,0.0001413457,0.0045170638,4.97172936795049E-06,0.001664379857716,0.025730491,4.90714009688488E-05,0.0014617775,9.00186731776677E-05,0.089505604,0.054602386398816,10.0146053496,1411.57126099444,84932.5844374463
22,10.3658382088,1.9429206864318E-06,0.0037283426,1.29364384304264E-07,1.67835140662097E-10,0.0883860129,0.0746787821,1.26798123390469E-05,0.0001570566,0.0004853362,0.0215823124,5.3878219845484E-05,6.54851037081264E-05,0.037090969,0.0687086216,110.4458629773,2183.569181087,66241.9162511586
23,10.3777455838142,1.10115944154941E-06,2.17048748239338E-10,1.99013933115867E-07,0.034068094629313,0.032945001,0.0202518741,3.44421651708025E-05,0.034172780780757,5.1778104336043E-05,0.0092040696,0.0634223877,0.015617303599273,0.0338298547,0.054944837873068,1490.928747494,333.160424356076,22173.6469552266
24,10.3822929534,1.13239633510548E-06,7.57408612247623E-08,5.1572860745329E-08,0.0079713783,0.0453513242,0.0002125792,2.82998810073155E-05,3.09717115922786E-05,2.21211450248953E-05,1.08148077105549E-05,0.0001132269,6.02721480203306E-05,0.0429694579,0.0389850015,187.9382606162,9931.8393201361,30290.4735320221
25,10.392241624384,1.06823303969366E-06,2.0518148325791E-07,8.02284865480463E-08,0.011347847528787,0.013924934243947,0.03713522210396,1.32024192520991E-05,0.028643645863506,2.92039161811424E-05,0.005844351531649,0.030890272167292,0.001861497917474,0.029979345674359,0.03839606648608,11.2814116295174,3418.86976699247,49887.118818784
